300583,,AFFF,AB,10 Lts,12/2020,12/2020,300583,,,,,LOTE 95,Unidad de Cajas.,Col. H / 02
300302,,AFFF,AB,10 Lts,12/2020,12/2020,300302,,,,,LOTE 95,Unidad de Cajas.,Col. I /  09
3471,,AFFF,AB,10 Lts,12/2020,12/2020,3471,,,,,LOTE 95,Unidad de Cajas.,Col. I / 12
300276,,AFFF,AB,10 Lts,12/2020,12/2020,300276,,,,,LOTE 95,Unidad de Cajas.,Col. I / 14
2405,,CO2,BC,3.5 Kg,07/2021,07/2024,2405,,,,,LOTE 95,Edificio Bomberos / Depósito de Bomberos,Serv. Bomberos -interno
1095,,CO2,BC,5 Kg,03/2021,03/2021,1095,,,,,LOTE 95,Unidad de Cajas.,Col. J / 13
1374,,CO2,BC,5 Kg,03/2021,03/2021,1374,,,,,LOTE 95,Unidad de Cajas.,Col. K / 04
1256,,CO2,BC,5 Kg,03/2021,03/2021,1256,,,,,LOTE 95,Unidad de Cajas.,Col. L / 13
1442,,CO2,BC,5 Kg,03/2021,03/2021,1442,,,,,LOTE 95,Unidad de Cajas.,Col. L / 04
1713,,CO2,BC,5 Kg,12/2020,12/2021,1713,,,,,LOTE 95,Unidad de Cajas.,Col. K / 11
2345,,CO2,BC,3.5 Kg,07/2021,07/2024,2345,,,,,LOTE 95,Unidad de Cajas.,Col. K / 02
3801,,POLVO,ABC,10 Kg,12/2020,12/2020,3801,,,,,#N/A,#N/A,#N/A
2060,,POLVO,ABC,10 Kg,03/2021,03/2025,2060,,,,,LOTE 95,FCA- Service,FCA Service-oficina-
1664,,POLVO,ABC,10 Kg,03/2021,03/2025,1664,,,,,LOTE 95,Unidad de Cajas.,Col. L / 09
555,,AFFF,AB,10 Lts,03/2021,03/2021,555,,,,,LOTE 95,Unidad de Cajas.,Col. J /  08
605,,AFFF,AB,10 Lts,12/2020,12/2021,605,,,,,LOTE 95,Unidad de Cajas.,Col. J / 06
3556,,AFFF,AB,10 Lts,12/2020,12/2021,3556,,,,,LOTE 95,Unidad de Cajas.,Col. J / 04
468746,,AFFF,AB,10 Lts,12/2020,12/2020,468746,,,,,LOTE 95,Unidad de Cajas.,Col. J / 02
3389,,AFFF,AB,10 Lts,03/2021,03/2021,3389,,,,,LOTE 95,Unidad de Cajas.,Col. K / 08
300129,,AFFF,AB,10 Lts,11/2020,11/2020,300129,,,,,LOTE 95,Unidad de Cajas.,Col. L / 08
536,,AFFF,AB,10 Lts,12/2020,12/2021,536,,,,,LOTE 95,Unidad de Cajas.,Col. L / 07
468719,,AFFF,AB,10 Lts,11/2020,11/2020,468719,,,,,LOTE 95,Ex unidad de  Varillas.,Col. L1 / 03
1831,,CO2,BC,5 Kg,03/2021,03/2021,1831,,,,,LOTE 95,Ex unidad de  Varillas.,Col.M / 03
698,,AFFF,AB,10 Lts,12/2020,12/2020,698,,,,,LOTE 95,Ex unidad de  Varillas.,Col. M / 05
676606,,POLVO,ABC,10 Kg,07/2021,07/2023,676606,,,,,LOTE 95,Ex unidad de  Varillas.,Dotación de Prevención
575,,POLVO,ABC,2.5 Kg,03/2021,03/2021,575,,,,,LOTE 95,Unidad de Cajas.,Archivo T/ Térmicos
658,,POLVO,ABC,2.5 Kg,03/2021,03/2021,658,,,,,LOTE 95,Unidad de Cajas.,Oficina de Emp. Mediterranea
656197,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656197,,,,,LOTE 95,Centro médico Medife-,Recepcion
646738,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,646738,,,,,LOTE 95,Centro médico Medife-,Direccion Medife
656172,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656172,,,,,LOTE 95,Centro médico Medife-,Direccion Medife
656108,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656108,,,,,LOTE 95,Centro médico Medife-,Sala de espera (1)
647988,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,647988,,,,,LOTE 95,Centro médico Medife-,Sala de rayos X
656194,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656194,,,,,LOTE 95,Centro médico Medife-,Laboratorio
656379,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656379,,,,,LOTE 95,Centro médico Medife-,Sala de espera (1)
656180,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656180,,,,,LOTE 95,Centro médico Medife-,Sala de espera (2)
648057,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,648057,,,,,LOTE 95,Centro médico Medife-,Fisoterapia
656373,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656373,,,,,LOTE 95,Centro médico Medife-,Consultorio 10
656275,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656275,,,,,LOTE 95,Centro médico Medife-,Hall de servicio
656334,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656334,,,,,LOTE 95,Centro médico Medife-,Hall de servicio
656224,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656224,,,,,LOTE 95,Auditorio Susana Agnelli,Auditorio- S. Agnelli
656214,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656214,,,,,LOTE 95,Auditorio Susana Agnelli,Auditorio- S. Agnelli
648082,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,648082,,,,,LOTE 95,Auditorio Susana Agnelli,Auditorio- S. Agnelli
647997,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,647997,,,,,LOTE 95,Auditorio Susana Agnelli,Auditorio- S. Agnelli
656138,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656138,,,,,LOTE 95,Auditorio Susana Agnelli,Auditorio- S. Agnelli
218149,D-13,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,218149,,,,,LOTE 95,Auditorio Susana Agnelli,Auditorio- S. Agnelli
3718,L,POLVO,ABC,25 Kg,1/12/2020,1/12/2021,3718,,,,,LOTE 95,Playa de Operarios,Playa de Operarios FCA
1680,C-06,POLVO,ABC,5 Kg,1/7/2021,1/7/2021,1680,,,,,LOTE 95,Playa de Operarios,Playa de Operarios FCA
1385,C-06,POLVO,ABC,5 Kg,1/7/2021,1/7/2021,1385,,,,,LOTE 95,Playa de Operarios,Playa de Operarios FCA
347,C-06,POLVO,ABC,5 Kg,1/7/2021,1/7/2021,347,,,,,LOTE 95,Playa de Operarios,Playa de Operarios FCA
5177,C-06,POLVO,ABC,5 Kg,1/6/2021,1/6/2021,5177,,,,,LOTE 95,Playa de Operarios,Playa de Operarios FCA
4669,C-06,POLVO,ABC,5 Kg,1/7/2021,1/7/2021,4669,,,,,LOTE 95,Playa de Dependientes,Playa de Dependientes
2845,C-06,POLVO,ABC,5 Kg,1/7/2021,1/7/2021,2845,,,,,LOTE 95,Playa de Dependientes,Playa de Dependientes
1705,C-06,POLVO,ABC,5 Kg,1/7/2021,1/7/2021,1705,,,,,LOTE 95,Playa de Dependientes,Playa de Dependientes
147,C-06,POLVO,ABC,5 Kg,1/7/2021,1/7/2021,147,,,,,LOTE 95,Playa de Dependientes,Playa de Dependientes
625068,A-02,POLVO,ABC,10 Kg,1/7/2021,1/7/2023,625068,,,,,LOTE 95,Edificio Guardia Central/Recepción,Gdia. Ctral. Ext.
271747,C-06,POLVO,ABC,5 Kg,1/12/2020,1/12/2023,271747,,,,,LOTE 95,Servicio médico de Planta,Ser. Med. Interior
676648,B-03,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,676648,,,,,LOTE 95,Servicio médico de Planta,Ser. Med. Ext.
2060,E-15,CO2,BC,3.5 Kg,1/3/2021,1/3/2021,2060,,,,,LOTE 95,FCA- Service,FCA Service-oficina-
857114,E-15,CO2,BC,3.5 Kg,1/3/2021,1/3/2021,857114,,,,,LOTE 95,FCA- Service,FCA Service-oficina-
2545,E-15,CO2,BC,3.5 Kg,1/3/2021,1/3/2021,2545,,,,,LOTE 95,FCA- Service,FCA Service-oficina-
2157,A-02,POLVO,ABC,10 Kg,1/3/2021,1/3/2021,2157,,,,,LOTE 95,FCA- Service,FCA Service-oficina-
857031,E-15,CO2,BC,3.5 Kg,1/3/2021,1/3/2021,857031,,,,,LOTE 95,FCA- Service,Tesoreria
656299,C-09,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656299,,,,,LOTE 95,FCA- Service,FCA Service-oficina-
2084,E-15,CO2,BC,3.5 Kg,1/3/2020,1/3/2021,2084,,,,,LOTE 95,FCA- Service,FCA Service-oficina-
656106,C-09,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656106,,,,,LOTE 95,FCA- Service,FCA Service-oficina-
656217,C-09,POLVO,ABC,5 Kg,1/10/2020,1/10/2023,656217,,,,,LOTE 95,FCA- Service,FCA Service-oficina-
625277,A-01,POLVO,BC,10 Kg,1/3/2021,1/3/2025,625277,,,,,LOTE 95,Caldera FCA Service,Caldera FCA Service
1148,E-14,CO2,BC,5 Kg,1/5/2021,1/5/2021,1148,,,,,LOTE 95,Caldera FCA Service,Caldera FCA Service
676642,B-05,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,676642,,,,,LOTE 95,SADI,Oficinas SADI
676053,B-05,POLVO,ABC,10 Kg,1/3/2021,1/3/2023,676053,,,,,LOTE 95,SADI,Oficinas SADI
676569,B-05,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,676569,,,,,LOTE 95,SADI,Oficinas SADI
676646,B-05,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,676646,,,,,LOTE 95,SADI,Oficinas SADI
676089,B-05,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,676089,,,,,LOTE 95,SADI,Oficinas SADI
51956,K,AFFF,AB,25 Lts,1/5/2021,1/5/2021,51956,,,,,LOTE 95,CKD -COZZUOL,Alero
52101,K,AFFF,AB,25 Lts,1/5/2021,1/5/2022,52101,,,,,LOTE 95,CKD -COZZUOL,Alero
4046,E-14,CO2,BC,5 Kg,1/12/2020,1/12/2023,4046,,,,,LOTE 95,CKD -COZZUOL,Pared Sur Oficina
468075,,AFFF,AB,10 Lts,1/12/2020,1/12/2023,468075,,,,,#N/A,#N/A,#N/A
51944,L,POLVO,ABC,25 Kg,1/5/2021,1/5/2023,51944,,,,,LOTE 95,CKD -COZZUOL,Oficina Dada
51903,L,POLVO,ABC,25 Kg,1/5/2021,1/5/2023,51903,,,,,LOTE 95,CKD -COZZUOL,Galpon sur - pared norte
300026,,POLVO,ABC,10 Kg,1/12/2020,12/2/2020,300026,,,,,LOTE 95,CKD -COZZUOL,Galpon norte - pared sur
1734,,AFFF,AB,10 Lts,1/10/2020,1/10/2023,1734,,,,,LOTE 95,CKD -COZZUOL,Galpon norte -  porton este
300215,G-20,AFFF,AB,10 Lts,1/12/2020,1/12/2023,300215,,,,,#N/A,#N/A,#N/A
51945,K,POLVO,ABC,25 Kg,1/5/2021,1/5/2023,51945,,,,,LOTE 95,CKD -COZZUOL,Porton norte
676685,B-03,POLVO,ABC,10 Kg,1/12/2020,1/12/2021,676685,,,,,LOTE 95,Centro de Construccion,Columna
300482,,AFFF,AB,10 Lts,1/12/2020,1/12/2023,300482,,,,,LOTE 95,Centro de Construccion,Alero externo
656164,,POLVO,ABC,10 Kg,1/10/2020,1/10/2023,656164,,,,,LOTE 95,Service Generales,Externo
300477,,AFFF,ABC,10 Lts,1/12/2020,1/12/2023,300477,,,,,LOTE 95,Almacén de combustible,Externo
300330,,AFFF,ABC,10 Lts,1/12/2020,1/12/2023,300330,,,,,LOTE 95,Almacén de combustible,Externo
857436,,CO2,BC,5 Kg,1/11/2020,1/11/2023,857436,,,,,LOTE 95,Sala de Compresor,Porton
468203,,AFFF,AB,10 Lts,1/12/2020,1/12/2023,468203,,,,,LOTE 95,Instituto.Formación.Profesional,Planta baja
300382,,AFFF,AB,10 Lts,1/12/2020,1/12/2023,300382,,,,,LOTE 95,Instituto.Formación.Profesional,Sub suelo
657333,,CO2,BC,5 Kg,1/3/2021,1/3/2021,657333,,,,,LOTE 95,Instituto.Formación.Profesional,Sub suelo
132238,,POLVO,ABC,5 Kg,1/6/2021,1/6/2021,132238,,,,,LOTE 95,Instituto.Formación.Profesional,1° Piso
300323,,AFFF,AB,10 Lts,1/12/2020,1/12/2023,300323,,,,,LOTE 95,Instituto.Formación.Profesional,1° Piso
468222,,AFFF,AB,10 Lts,1/12/2020,1/12/2023,468222,,,,,LOTE 95,Instituto.Formación.Profesional,1° Piso
300179,,AFFF,AB,10 Lts,1/12/2020,1/12/2023,300179,,,,,LOTE 95,Instituto.Formación.Profesional,2° Piso
468307,,AFFF,AB,10 Lts,1/12/2020,1/12/2023,468307,,,,,LOTE 95,Instituto.Formación.Profesional,2° Piso
62527,,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,62527,,,,,LOTE 95,Instituto.Formación.Profesional,Sub estacion Distribucion
1648,,CO2,BC,10 Kg,1/12/2020,1/12/2021,1648,,,,,LOTE 95,Instituto.Formación.Profesional,Sub estacion Distribucion
857464,,CO2,BC,5 Kg,1/11/2020,1/11/2023,857464,,,,,LOTE 95,Instituto.Formación.Profesional,Sub estacion Distribucion
657994,,POLVO,ABC,10 Kg,1/10/2020,1/10/2023,657994,,,,,LOTE 95,Instituto.Formación.Profesional,Sub estacion Compresores
859798,,CO2,BC,10 Kg,1/11/2020,1/11/2023,859798,,,,,LOTE 95,Instituto.Formación.Profesional,Sub estacion Compresores
675853,B-03,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,675853,,,,,LOTE 95,Instituto.Formación.Profesional,Sub estacion Compres ext.
676695,B-03,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,676695,,,,,#N/A,#N/A,#N/A
6794,C-06,POLVO,ABC,5 Kg,1/6/2021,1/6/2021,6794,,,,,LOTE 95,Escuela Técnica,Interno pared
468770,G-20,AFFF,AB,10 Lts,1/12/2020,1/12/2023,468770,,,,,LOTE 95,ARCHIVO FIAT SERVICE,Porton
2369,C-06,POLVO,ABC,5 Kg,1/6/2021,1/6/2025,2369,,,,,LOTE 95,ARCHIVO FIAT SERVICE,Estante
468352,G-20,AFFF,AB,10 Lts,1/12/2020,1/12/2023,468352,,,,,LOTE 95,ARCHIVO FIAT SERVICE,Pasillo estante
468292,G-20,AFFF,AB,10 Lts,1/12/2020,1/12/2023,468292,,,,,LOTE 95,ARCHIVO FIAT SERVICE,Pasillo estante
468721,G-20,AFFF,AB,10 Lts,1/12/2020,1/12/2023,468721,,,,,LOTE 95,ARCHIVO FIAT SERVICE,Pasillo estante
300210,G-20,AFFF,AB,10 Lts,1/12/2020,1/12/2023,300210,,,,,LOTE 95,ARCHIVO FIAT SERVICE,Pasillo estante
468185,G-20,AFFF,AB,10 Lts,1/12/2020,1/12/2023,468185,,,,,LOTE 95,ARCHIVO FIAT SERVICE,Pared fondo
651500,,POLVO,ABC,70 Kg,1/5/2021,1/5/2023,651500,,,,,LOTE 95,Surtidores,Surtidores
51886,,POLVO,ABC,25 Kg,1/5/2021,1/5/2023,51886,,,,,#N/A,#N/A,#N/A
468060,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468060,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. A1 / 04
468738,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468738,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. A1 / 05
1562,E-16,CO2,BC,5 Kg,1/11/2021,1/11/2021,1562,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. A1/ 07
1152,E-16,CO2,BC,5 Kg,1/11/2020,1/11/2021,1152,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. A1/ 08
4668065,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,4668065,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. A1 / 09
1498,E-16,CO2,BC,5 Kg,1/11/2020,1/11/2021,1498,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. A1 / 11
1132,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2021,1132,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. A1 / 12
3664,B-04,POLVO,ABC,10 Kg,1/5/2021,1/5/2021,3664,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. A1 / 14 ex fundic.
1799,B-04,POLVO,ABC,10 Kg,1/5/2021,1/5/2025,1799,,,,,#N/A,#N/A,#N/A
1748,,CO2,BC,5 Kg,1/11/2020,1/11/2021,1748,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. A / 02
468246,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468246,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Horno 153 -Box-
300168,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300168,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Horno 153 -Box-
1529,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2021,1529,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. A / 07
1489,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2021,1489,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. B / 12
1395,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2021,1395,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. B / 11
468029,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468029,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. B / 08
468768,G-21,AFFF,AB,10 Lts,1/3/2021,1/3/2022,468768,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. B / 07
300374,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300374,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. B/ 05
300474,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300474,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Col. B/ 03
4149,B-04,POLVO,ABC,10 Kg,1/5/2021,1/5/2025,4149,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico
300384,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300384,,,,,#N/A,#N/A,#N/A
300176,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300176,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico
468085,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468085,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico
300584,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300584,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico
300407,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300407,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico
51958,K,POLVO,ABC,25 Kg,1/5/2021,1/5/2023,51958,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico
468463,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468463,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico
468095,G-21,AFFF,AB,10 Lts,1/1/2020,1/11/2020,468095,,,,,LOTE 95,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico
1757,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2021,1757,,,,,LOTE 95,Unidad de Cajas.,Col. C / 02
300134,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300134,,,,,LOTE 95,Unidad de Cajas.,Col. C /  03-04
300043,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300043,,,,,LOTE 95,Unidad de Cajas.,Col. C / 05
886792,C-08,POLVO,ABC,5 Kg,1/6/2021,1/6/2024,886792,,,,,LOTE 95,Unidad de Cajas.,Col.C / 07
1183,E-16,CO2,BC,5 Kg,1/6/2021,1/6/2021,1183,,,,,LOTE 95,Unidad de Cajas.,Cabina. Rod. Fiat
1284,E-16,CO2,BC,5 Kg,1/6/2021,1/6/2021,1284,,,,,LOTE 95,Unidad de Cajas.,Cabina. Rod. Fiat
673944,C-08,POLVO,ABC,5 Kg,1/6/2021,1/6/2023,673944,,,,,LOTE 95,Unidad de Cajas.,Safety Doyo Room
1305,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2020,1305,,,,,LOTE 95,Unidad de Cajas.,Col. C / 10
300103,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300103,,,,,LOTE 95,Unidad de Cajas.,Col. C / 13
3509,B-04,POLVO,ABC,10 Kg,1/3/2021,1/3/2025,3509,,,,,LOTE 95,Unidad de Cajas.,Col. C/ 14
664434,B-04,POLVO,ABC,10 Kg,1/5/2021,1/5/2025,664434,,,,,LOTE 95,Unidad de Cajas.,Col. C/ 14- ex fundic.
1788,B-04,POLVO,ABC,10 Kg,1/12/2020,1/12/2021,1788,,,,,LOTE 95,Unidad de Cajas.,Col. C/ 15 ex fundic.
2113,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2021,2113,,,,,LOTE 95,Unidad de Cajas.,Col. D / 13
4464,B-04,POLVO,ABC,10 Kg,1/5/2021,1/5/2025,4464,,,,,LOTE 95,Unidad de Cajas.,Col. D / 14
300580,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300580,,,,,LOTE 95,Unidad de Cajas.,Col. D 1 / 14
300021,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300021,,,,,LOTE 95,Unidad de Cajas.,Col. D / 11
2017,E-15,CO2,BC,3.5 Kg,1/11/2020,1/11/2024,2017,,,,,LOTE 95,Unidad de Cajas.,Cabina S.A.E
2599,E-15,CO2,BC,3.5 Kg,1/7/2021,1/7/2024,2599,,,,,LOTE 95,Edificio Bomberos / Depósito de Bomberos,Serv. Bomberos -interno
300575,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300575,,,,,LOTE 95,Unidad de Cajas.,Col. D / 09
300231,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300231,,,,,LOTE 95,Unidad de Cajas.,Col. D / 07
300559,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300559,,,,,LOTE 95,Unidad de Cajas.,Col. D /  05
300577,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300577,,,,,LOTE 95,Unidad de Cajas.,Col. D. /  02
468734,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468734,,,,,LOTE 95,Unidad de Cajas.,Col. E /  02
300336,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300336,,,,,LOTE 95,Unidad de Cajas.,Col. E /  05
300299,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300299,,,,,LOTE 95,Unidad de Cajas.,Col. E / 07
300267,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300267,,,,,LOTE 95,Unidad de Cajas.,Col. E /  09
1077,E-16,CO2,BC,5 Kg,1/11/2020,1/11/2020,1077,,,,,LOTE 95,Unidad de Cajas.,Col. E / 10
1359,E-16,CO3,BC,5 Kg,1/12/2020,1/12/2021,1359,,,,,LOTE 95,Unidad de Cajas.,Col. E / 11
1624,E-16,CO4,BC,5 Kg,1/12/2020,1/12/2021,1624,,,,,LOTE 95,Unidad de Cajas.,Col. E / 13
468426,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468426,,,,,LOTE 95,Unidad de Cajas.,Col. E / 14
300507,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,300507,,,,,LOTE 95,Unidad de Cajas.,Col. F / 12
1026,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2021,1026,,,,,#N/A,#N/A,#N/A
2300,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2021,2300,,,,,LOTE 95,Unidad de Cajas.,Col. F / 08
468723,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468723,,,,,LOTE 95,Unidad de Cajas.,Col.F / 07
1297,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2021,1297,,,,,LOTE 95,Unidad de Cajas.,Col. F /  04
1157,E-16,CO2,BC,5 Kg,1/12/2020,1/12/2021,1157,,,,,LOTE 95,Unidad de Cajas.,Col. F /  02
2167,,POLVO,ABC,10 Kg,1/5/2021,1/5/2025,2167,,,,,LOTE 95,Unidad de Cajas.,Col. G /  02
468105,G-21,AFFF,AB,10 Lts,1/11/2020,1/11/2020,468105,,,,,LOTE 95,Unidad de Cajas.,Col. G /  05
468066,G-21,AFFF,AB,10 Lts,1/12/2020,1/12/2020,468066,,,,,LOTE 95,Unidad de Cajas.,Col. G /  07
300183,G-21,AFFF,AB,10 Lts,1/12/2020,1/12/2020,300183,,,,,LOTE 95,Unidad de Cajas.,Col. G /  09
300154,G-21,AFFF,AB,10 Lts,1/12/2020,1/12/2020,300154,,,,,LOTE 95,Unidad de Cajas.,Col. G / 10
2250,A-02,POLVO,ABC,10 Kg,1/5/2021,1/5/2025,2250,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-
1926,A-02,POLVO,ABC,10 Kg,1/6/2021,1/6/2024,1926,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-
2269,A-02,POLVO,ABC,10 Kg,1/5/2021,1/5/2025,2269,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-
3456,A-02,POLVO,ABC,10 Kg,1/6/2021,1/6/2024,3456,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-
55,A-02,POLVO,ABC,10 Kg,1/6/2021,1/6/2025,55,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-
3594,A-02,POLVO,ABC,10 Kg,1/5/2021,1/5/2025,3594,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-
46754,A-02,POLVO,ABC,10 Kg,1/6/2021,1/6/2022,46754,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas
3655,A-02,POLVO,ABC,10 Kg,1/5/2021,1/5/2025,3655,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas
381296,A-02,POLVO,ABC,10 Kg,1/6/2021,1/6/2024,381296,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas
13329,A-02,POLVO,ABC,10 Kg,1/10/2020,1/10/2021,13329,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas
4402,A-02,POLVO,ABC,10 Kg,1/6/2021,1/6/2023,4402,,,,,LOTE 95,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas
625256,B-03,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,625256,,,,,LOTE 95,Ex Puesto Nº 10,Ex Puesto Nº 10
625406,B-03,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,625406,,,,,LOTE 95,Garage Servicio Generales.,Garage Servicio Generales.
676702,B-03,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,676702,,,,,LOTE 95,Garage Servicio Generales.,Garage Servicio Generales.
657786,B-03,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,657786,,,,,LOTE 95,Garage Servicio Generales.,Garage Servicio Generales.
625234,A-02,POLVO,ABC,10 Kg,1/12/2020,1/12/2023,625234,,,,,LOTE 95,Taller de CCTV,Taller de CCTV
676678,A-02,POLVO,ABC,10 Kg,1/10/2020,1/10/2023,676678,,,,,LOTE 95,Galpón Chipiadora,Galpòn Chipiadora
